,y_true
0,2959.784423828125
1,3279.32958984375
2,3723.452880859375
3,4157.537109375
4,3973.861572265625
5,1796.7467041015625
6,2739.646240234375
7,3309.94140625
8,3455.12353515625
9,3828.73046875
10,4526.15380859375
11,4790.45068359375
12,5178.6005859375
13,5058.32470703125
14,5009.1181640625
15,5046.02001953125
16,5409.83984375
17,5326.41259765625
18,4989.85205078125
19,5309.63037109375
20,5131.65673828125
21,5083.1708984375
22,5212.44775390625
23,4812.99169921875
24,4764.71630859375
25,2452.50146484375
26,2710.889404296875
27,3740.659912109375
28,4895.6728515625
29,5015.98291015625
30,4928.89599609375
31,5009.8203125
32,4809.22607421875
33,4857.37646484375
34,4944.26953125
35,5015.83740234375
36,5015.9072265625
37,4788.373046875
38,4836.0322265625
39,4679.0927734375
40,5171.69287109375
41,5235.58056640625
42,4946.1904296875
43,5056.9970703125
44,5428.18115234375
45,4907.84423828125
46,5380.09033203125
47,5538.43115234375
48,4351.3173828125
49,2126.99951171875
50,3078.775390625
51,3654.69140625
52,4487.994140625
53,4652.17529296875
54,4487.390625
55,4853.93310546875
56,4749.29638671875
57,5085.2529296875
58,4963.458984375
59,4653.40673828125
60,4596.97119140625
61,4770.3369140625
62,4601.04296875
63,4782.69140625
64,5531.5537109375
65,5037.57080078125
66,5021.462890625
67,5165.9892578125
68,5860.2568359375
69,5137.3583984375
70,5585.70703125
71,5629.07568359375
72,4940.68701171875
73,1828.2166748046875
74,3058.494384765625
75,4765.71875
76,4420.490234375
77,4521.3046875
78,4483.2802734375
79,4792.8603515625
80,4725.71826171875
81,5219.775390625
82,5123.2861328125
83,4888.20947265625
84,4790.84228515625
85,5142.8349609375
86,4855.7734375
87,4941.08837890625
88,5588.7353515625
89,5361.80419921875
90,5361.73974609375
91,5612.70849609375
92,5675.04931640625
93,5581.82080078125
94,5555.99853515625
95,5279.2998046875
96,5179.7822265625
97,1415.6905517578125
98,2463.9130859375
99,5071.796875
100,4390.95556640625
101,4681.07958984375
102,4575.79150390625
103,4725.68408203125
104,4587.01318359375
105,5102.908203125
106,5146.6474609375
107,4892.6298828125
108,4954.39404296875
109,5126.31201171875
110,5065.9228515625
111,5045.087890625
112,5413.24560546875
113,5555.37939453125
114,5300.76025390625
115,5630.08837890625
116,5646.0712890625
117,5397.10107421875
118,5389.01025390625
119,4893.18603515625
120,5235.392578125
121,982.0640869140625
122,5136.83056640625
123,4373.736328125
124,4788.33740234375
125,4681.931640625
126,4642.15966796875
127,4509.23583984375
128,4921.61474609375
129,5306.8583984375
130,5057.3076171875
131,5022.16650390625
132,5197.583984375
133,5077.177734375
134,5108.0712890625
135,5131.69091796875
136,5558.7998046875
137,5266.80810546875
138,5582.17919921875
139,5513.98974609375
140,5659.12109375
141,5260.59619140625
142,4906.2666015625
143,5084.15673828125
144,5134.85595703125
145,5101.126953125
146,5017.6611328125
147,4772.58154296875
148,4780.005859375
149,4568.63134765625
150,4717.25
151,5273.13818359375
152,5132.08447265625
153,5064.14013671875
154,5261.35205078125
155,5118.23046875
156,4990.54833984375
157,5086.02392578125
158,5679.06201171875
159,5188.66796875
160,5504.74169921875
161,5380.24609375
162,5781.1572265625
163,5199.0576171875
164,5134.04296875
165,5346.4794921875
166,5140.4873046875
167,5247.92236328125
168,4991.4443359375
169,4899.08251953125
170,4656.775390625
171,4612.22216796875
172,4676.06005859375
173,5216.41015625
174,5087.3125
175,4960.2197265625
176,5143.26318359375
177,5173.8955078125
178,4945.81591796875
179,5426.34130859375
180,5713.15478515625
181,5214.8916015625
182,5482.91552734375
183,5638.10546875
184,5846.74658203125
185,5436.5322265625
186,4846.56591796875
187,5350.5791015625
188,5241.83935546875
189,5403.99169921875
190,4901.0771484375
191,4830.6181640625
192,4890.42431640625
193,4706.13037109375
194,4778.2890625
195,5090.7666015625
196,5111.6865234375
197,5006.8056640625
198,5139.44921875
199,5200.5615234375
200,5034.00146484375
201,5278.58544921875
202,5582.619140625
203,5287.49072265625
204,5378.845703125
205,5633.0625
206,5791.91259765625
207,5504.0078125
208,4776.23046875
209,4732.35888671875
210,4568.8994140625
211,5407.97607421875
212,4967.77099609375
213,4576.60498046875
214,4924.810546875
215,4671.65478515625
216,4757.53515625
217,5199.09228515625
218,5242.67041015625
219,5359.2724609375
220,5186.76025390625
221,5218.29345703125
