,y_true
0,2593.072021484375
1,2748.021728515625
2,2948.087890625
3,3255.878662109375
4,3520.582763671875
5,3581.803466796875
6,3773.68212890625
7,4019.52001953125
8,4124.419921875
9,4326.6064453125
10,4476.2900390625
11,4413.7890625
12,3230.448974609375
13,2111.469482421875
14,2924.953125
15,3540.651123046875
16,3803.510009765625
17,4035.140869140625
18,4148.7294921875
19,4244.7626953125
20,4551.76220703125
21,4831.603515625
22,5008.68212890625
23,5014.67529296875
24,4926.630859375
25,4894.24853515625
26,5072.55419921875
27,5281.3251953125
28,5122.17919921875
29,5069.685546875
30,5218.626953125
31,5129.73388671875
32,5145.37646484375
33,5234.0732421875
34,4872.45263671875
35,3430.474365234375
36,3279.902587890625
37,4187.6572265625
38,4765.6689453125
39,4766.1123046875
40,4817.25634765625
41,4852.49072265625
42,4872.5380859375
43,4968.6884765625
44,4905.6064453125
45,4830.04931640625
46,4793.3330078125
47,4747.72412109375
48,4726.48828125
49,5043.03173828125
50,5239.63330078125
51,5047.80419921875
52,5041.345703125
53,5380.8720703125
54,5332.37109375
55,5248.93994140625
56,5538.6083984375
57,5125.7646484375
58,3317.766357421875
59,3638.99755859375
60,4332.96044921875
61,4518.6689453125
62,4520.83642578125
63,4640.9169921875
64,4774.93896484375
65,4946.4921875
66,5104.17236328125
67,4913.89013671875
68,4735.0205078125
69,4826.8330078125
70,4843.79833984375
71,4794.62890625
72,5209.61474609375
73,5378.087890625
74,5193.40087890625
75,5290.64501953125
76,5581.57568359375
77,5567.189453125
78,5467.04052734375
79,5512.603515625
80,5254.62841796875
81,3339.14892578125
82,3844.182373046875
83,4659.3720703125
84,4499.9541015625
85,4565.3974609375
86,4646.7158203125
87,4708.8935546875
88,4908.10791015625
89,5147.359375
90,5012.5263671875
91,4880.8037109375
92,5002.32470703125
93,5046.7080078125
94,4977.34619140625
95,5248.69384765625
96,5482.587890625
97,5399.0849609375
98,5475.716796875
99,5637.40625
100,5572.84619140625
101,5480.71337890625
102,5283.9365234375
103,5150.8984375
104,3203.72314453125
105,3634.359130859375
106,4743.7421875
107,4559.48681640625
108,4681.0126953125
109,4654.447265625
110,4615.0390625
111,4780.109375
112,5118.32177734375
113,5100.09765625
114,4983.3662109375
115,5077.3046875
116,5118.17236328125
117,5073.1103515625
118,5173.62451171875
119,5415.9921875
120,5420.55419921875
121,5443.19189453125
122,5590.07958984375
123,5550.587890625
124,5424.72021484375
125,5111.34423828125
126,5028.96484375
127,2953.333984375
128,3362.56787109375
129,4935.05078125
130,4820.6357421875
131,4817.5634765625
132,4719.2607421875
133,4625.54248046875
134,4678.31640625
135,5053.25048828125
136,5191.25439453125
137,5067.3349609375
138,5135.79833984375
139,5164.65869140625
140,5074.03369140625
141,5079.44873046875
142,5364.34423828125
143,5423.69970703125
144,5385.64013671875
145,5495.28466796875
146,5584.498046875
147,5473.41650390625
148,5124.75537109375
149,5118.04443359375
150,2781.984375
151,3071.83349609375
152,5155.22802734375
153,5091.888671875
154,4922.91650390625
155,4776.87255859375
156,4653.345703125
157,4643.13671875
158,4970.6923828125
159,5177.345703125
160,5062.7236328125
161,5108.57763671875
