,y_true
0,3393.79345703125
1,4657.8115234375
2,4593.87744140625
3,5379.3046875
4,5545.18212890625
5,5349.55908203125
6,2406.463134765625
7,4211.712890625
8,5193.1708984375
9,5576.26416015625
10,5418.5146484375
11,5232.0087890625
12,5237.515625
13,3437.979736328125
14,3827.852294921875
15,3589.208740234375
16,3516.669921875
17,4215.63671875
18,4939.76708984375
19,5432.984375
20,5449.66162109375
21,5226.658203125
22,5172.33740234375
23,5290.7138671875
24,5362.1875
25,5172.40380859375
26,3767.691162109375
27,4888.7958984375
28,5155.02099609375
29,4919.962890625
30,4879.380859375
31,5134.64501953125
32,5425.63525390625
33,5462.521484375
34,5353.4052734375
35,5237.431640625
36,5179.96484375
37,5332.0263671875
38,5299.4140625
39,4836.1396484375
40,4016.33642578125
41,5001.04541015625
42,5800.39501953125
43,5868.484375
44,5732.83544921875
45,5555.8134765625
46,5548.04638671875
47,5503.873046875
48,5260.998046875
49,5293.3330078125
50,5225.38427734375
51,5180.99365234375
52,5280.328125
53,4989.42431640625
54,4299.32373046875
55,3199.25537109375
56,4643.0927734375
57,5920.849609375
58,6405.5458984375
59,6302.53759765625
60,6142.44482421875
61,5874.31884765625
62,5664.1533203125
63,5442.283203125
64,5253.91015625
65,5340.265625
66,5181.98876953125
67,5111.046875
68,5082.572265625
69,4435.98828125
70,3509.8408203125
71,4095.80322265625
72,5579.83154296875
73,6454.63525390625
74,6650.4658203125
75,6526.34814453125
76,6407.68115234375
77,5990.56396484375
78,5670.20458984375
79,5440.916015625
80,5309.53857421875
81,5423.287109375
82,5146.3310546875
83,4973.044921875
84,4580.91357421875
85,3667.159423828125
86,5006.8564453125
87,6157.10546875
88,6703.88134765625
89,6628.767578125
90,6532.14208984375
91,6268.0810546875
92,5782.78173828125
93,5502.1103515625
94,5341.126953125
95,5322.2236328125
96,5354.52197265625
97,5015.4208984375
98,4588.16796875
99,3832.35400390625
100,2648.762939453125
101,4267.4892578125
102,5623.34521484375
103,6413.4697265625
104,6651.76708984375
105,6558.44287109375
106,6321.79345703125
107,5915.7509765625
108,5569.06201171875
109,5437.6884765625
110,5472.857421875
111,5420.63427734375
112,5343.74169921875
113,4780.58251953125
114,4009.71435546875
115,2943.30419921875
116,3592.0517578125
117,5017.96240234375
118,6016.12255859375
119,6456.1064453125
120,6504.31103515625
121,6265.17236328125
122,5807.330078125
123,5463.28466796875
124,5339.88330078125
125,5405.072265625
126,5551.6435546875
127,5465.12890625
128,5164.546875
129,4348.4873046875
130,3262.2001953125
131,4544.97021484375
132,5550.48779296875
133,6281.56787109375
134,6476.0576171875
135,6415.9267578125
136,5975.71435546875
137,5439.81640625
138,5182.94775390625
139,5255.0009765625
140,5455.81298828125
141,5552.70458984375
142,5368.65966796875
143,4769.56396484375
144,3743.3369140625
145,3312.56640625
146,4529.99169921875
147,5231.18017578125
148,5796.79931640625
149,6205.32568359375
150,6368.73876953125
151,6134.072265625
152,5618.0048828125
153,5135.31689453125
154,4991.75048828125
155,5194.671875
156,5420.2236328125
157,5425.078125
158,4993.02685546875
159,4128.05126953125
160,2884.949462890625
161,3268.357666015625
162,4703.6767578125
163,5488.48388671875
164,5913.2900390625
165,6041.357421875
166,6231.26904296875
167,6352.95849609375
168,5920.32470703125
169,5407.28076171875
170,5090.4111328125
171,5001.65576171875
172,5152.73681640625
173,5354.6982421875
174,5099.2001953125
175,4389.3388671875
176,3269.725830078125
177,4706.1044921875
178,5808.50244140625
179,6284.7705078125
180,6382.4208984375
181,6177.158203125
182,6289.6826171875
183,6275.2998046875
184,5793.51806640625
185,5518.408203125
186,5307.158203125
187,5159.8486328125
188,5157.720703125
189,5127.56298828125
190,4552.2216796875
191,3596.11328125
192,4150.0517578125
193,5625.5458984375
194,6349.271484375
195,6542.83984375
196,6615.3154296875
197,6361.44921875
198,6262.8232421875
199,6043.6435546875
200,5742.5908203125
201,5706.7001953125
202,5648.41357421875
203,5364.38525390625
204,5104.94921875
205,4637.5654296875
206,3705.409423828125
207,2628.524169921875
208,3680.421142578125
209,5335.4169921875
210,6343.1171875
211,6732.5751953125
212,6827.16162109375
213,6839.36962890625
214,6612.6884765625
215,6344.78271484375
216,6072.23291015625
217,6011.9443359375
218,6076.64697265625
219,6165.48974609375
220,5779.90625
221,5110.5546875
222,4223.22265625
223,2867.151123046875
224,4752.35302734375
225,6015.42626953125
226,6506.7861328125
227,6598.01220703125
228,6700.462890625
229,6698.546875
230,6508.33056640625
231,6246.91015625
232,6153.09765625
233,6386.0029296875
234,6574.60546875
235,6736.2861328125
236,6097.46142578125
237,4925.32568359375
238,3598.119873046875
239,4170.90234375
240,5615.58203125
241,6354.6455078125
242,6492.2998046875
243,6494.4072265625
244,6552.763671875
245,6521.8349609375
246,6288.76904296875
247,6019.7958984375
248,6241.53662109375
249,6703.13330078125
250,6920.220703125
251,7157.2802734375
252,6008.2587890625
253,4410.271484375
